name,openinghour,price_level,image,rating,description,lat,lon,phone,address,website,place_id,category,postcode
Domino's Pizza Elizabeth St,Monday: 10:00 AM – 12:00 AM | Tuesday: 10:00 AM – 12:00 AM | Wednesday: 10:00 AM – 12:00 AM | Thursday: 10:00 AM – 12:00 AM | Friday: 10:00 AM – 1:00 AM | Saturday: 11:00 AM – 1:00 AM | Sunday: 11:00 AM – 12:00 AM,inexpensive,https://places.googleapis.com/v1/places%2FChIJBfqoX8pC1moRKIBbT_jW5t0%2Fphotos%2FAciIO2cD0c3kpVwzyRNZViZEQVuDT9tuyuZWm_4QSExAKAxgTnntSeeDkr6L_JxUfHm439zdxAxXVBR03pk0GbHck28-IfETMO0jCnl0W4YC8f8ReULzCYBOzJRtXwGSW-2ijK3KnHakK11wyD-PeejBoOdXFbAY1JQm1Lmi2av4iBv-dcw4GAERuM9Do3Hg4h7AL2aUHx-uUGCsd9EYWGK4tBDEY15n1YVMw5YqROgSy3ySo2ye1asdHIRbKksvJUrjJBL2jTE2bO_0xceHkitf8NS_rI9JZEM2fCZt9Go7c1we_-lPCttP0_VLMPT3-MByh-zrIe7c3_VblxR9nPFuomGwtkCs9JdgEfPi13t9yHibfM_IAu9-27TqincYELOLqmCGjPNBGbbf-2mJnvr0LjADbyUkRarj8xdKhSXReMwRCk5E/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.5,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,-37.81356,144.9625783,(03) 9617 6320,"211 Elizabeth St, Melbourne VIC 3000, Australia",https://www.dominos.com.au/?utm_source=google&utm_medium=local&utm_campaign=yext,ChIJBfqoX8pC1moRKIBbT_jW5t0,Italian,3000
Cookie,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 1:00 AM | Saturday: 12:00 PM – 1:00 AM | Sunday: 12:00 PM – 12:00 AM,moderate,https://places.googleapis.com/v1/places%2FChIJL5DOQcpC1moRji9-TYh3UUQ%2Fphotos%2FAciIO2cS9EOYRYfwXxtmjzTl_Qp9bT0lVUV87zQVUgGb0sbIXjNrVo-vwE1iWbH5kN9_vhsCkvhVO0ZFEX9Pk2RarTILnidaTR-ocSDKZB726M2yPhNvXbXIdFWUH1FvgaSEac_RYp30k89ATTjZv8fuEoofjdS2lOCneaEHpurDrfT8dR3HmLQ13TRViuJaKmFu6AMHKOH3oBoTsvVm9GpoIbKkNfq5AwlZtAhorvjctrmqegWYL11zwxG0gtkxNvAY1m2Ojt0Cqme620Sd1iQpreGTJLGeRN6trMC3HqlYtB9Ngg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,"Eclectic cocktails, beers & Thai dishes served in a hip, bustling space with murals on the walls.",-37.8120053,144.965164,(03) 9663 7660,"252 Swanston St, Melbourne VIC 3000, Australia",https://www.cookiemelbourne.com.au/,ChIJL5DOQcpC1moRji9-TYh3UUQ,Thai,3000
Woolworths Qv,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,inexpensive,https://places.googleapis.com/v1/places%2FChIJkZW8RMpC1moRixH-wBRZiRg%2Fphotos%2FAciIO2fV-Y1MF3T8_2vGZNVnfciL6pid5W1P38UF0BonWB_iPD0COjw_j8a5zPgJqHPEbOtKCErqmGACC4oo0zs166gZiFB1QSnFPYWaWKE_S1j6Z2hGDCJPNbK_xNIAmYkkSwj8tSzE0VczP40bFlFrtpm4spK-BvU85R4DQoml9Gk_atwTvQB0yVoSlm9cehRTI04S9FMPI5j9vNHzV1Wraz5lyaOlvc5bfTDW8H_xHz3HWBz6Yw-jimieGbKWL090CUtRJkX02GjtRCD8ESy7OoIs8VxsoYBWetrEWPsIcgQKmQocZucbu1sGGCJiVRSO8p8SzjdByVOD36dsKszzkaDaOSHK3xbcVfUYyMpMpmpYfbVDoaEoQGk0vzi_n4RsVseUJDIjRX8FR8Nh56p8EwHxEMXlC5Q0k68RkJAjSq6gkw/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,"The QV team of wooly is the best of the best in Melbourne or maybe AUS. They are very friendly and knowledgeable about the products and very helpful when I get lost in there or finding my products. Especially want to mention the wugu beef lasagna by wooly …. It is so delicious and yummy thanks . 🙏 it’s good to share with 2-3 people and the taste is spot on but just need a little dash of salt and pepper then it is just define and mamma Mia. Also one staff member ( handsome but very professional of his job is Daniel he is so good at his job and always got a big smile on his face at work , very hard working and I can tell he is a very good at his job and always helping his colleagues when the other staffs got stuck or difficult. I don’t know what position is he at the shop but I reckon he is far more excess his job responsibilities and management skills and strategy, and his customer service is very good and professional. Well done wooly qV team and the management team. Daniel and everyone is a great asset $$$$ for your company. BTW the new range of the macaroon wow it’s so frenchie and the way u guys made it better than….. the red and white color supermarket … u know lol 😝 Thanks Love PL 19/05/25 | There a huge variety of grocery items here. Prices are reasonable and very fresh produce. You could pick up a meal on the go, or get creative making up a 5 course menu to impress.",-37.8103574,144.9655342,(03) 8347 6524,"27 Qv Square, Melbourne VIC 3000, Australia",https://www.woolworths.com.au/shop/storelocator/vic-melbourne-3304?utm_source=google&utm_medium=organic&utm_campaign=googleplaces&utm_content=woolworths_supermarkets_3304,ChIJkZW8RMpC1moRixH-wBRZiRg,Other,3000
Max Brenner- QV,Monday: 10:00 AM – 11:00 PM | Tuesday: 10:00 AM – 11:00 PM | Wednesday: 10:00 AM – 11:00 PM | Thursday: 9:00 AM – 11:00 PM | Friday: 9:00 AM – 12:00 AM | Saturday: 9:00 AM – 12:00 AM | Sunday: 10:00 AM – 10:00 PM,moderate,https://places.googleapis.com/v1/places%2FChIJH-0QzctC1moRvfZ-A7D9Tk0%2Fphotos%2FAciIO2f1BvCLXoDkE2451CpRu1yKK6W5fiWnUgE4yZ7wn2NU66aoc3_sjE8OpQ0C-wZN4W3bxv91wC7ADEdUPkonlo-prcP6OEMJbM9x9wBlQajddkvWs6Ip6-8J2oEJwR6rxDXxYh7U_ckGi0MmQWUf_8MiYPkJ8HjFWMakGl3iEDxp_WyS9ycn4VaOkezFCfoJ5jr6IbyFUT4KqXJfAV3nRnLYkikaYHl__6I9nJHp6C_T0idqw6GCKFnu-2zX9bNSf_votIxYTTMgy9lXR4Udm_gzIoeGpwICskZeFQzK61um0P-_ffUX-FaNLIusQWvKRiBIe9JyFXp2kZSr1CubRuoS2mwtwHJ5LsH-9GDmirIQlJzRe3VhtCK6TjVi0SPVvNOiwFk4d5tHoksLMfDxgEjQmW5xA2hUCEqCTYpQ1MYu1g/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.7,"Retailer offering chocolate & related novelties, including seasonal & special-occasion gifts.",-37.8107944,144.9652417,1300 588 629,"QV Square, 25/210 Lonsdale St, Melbourne VIC 3000, Australia",https://maxbrenner.com.au/?utm_source=Google&utm_medium=Organic&utm_campaign=GMB_QV,ChIJH-0QzctC1moRvfZ-A7D9Tk0,Other,3000
Camy Shanghai Dumpling House,Monday: 11:30 AM – 9:30 PM | Tuesday: 11:30 AM – 9:30 PM | Wednesday: 11:30 AM – 9:30 PM | Thursday: 11:30 AM – 10:00 PM | Friday: 11:30 AM – 10:30 PM | Saturday: 11:30 AM – 10:30 PM | Sunday: 11:30 AM – 9:30 PM,inexpensive,https://places.googleapis.com/v1/places%2FChIJMU8FOcpC1moRmus0UxIYGko%2Fphotos%2FAciIO2eWIrKtiSJey4rY48_46U9WPANc_c8Rfur4ohoV6GzRUeomoKEK_KM6dfR9SXuujZybothlI7buMastl-gnnrFX3uHDv6WsR-PZovzaNWC9XShRlO_vzaoPboGwEUUGT3WA4__irHfO7fuJaBRiFxTQYSIpBT8SgMqO1GQYCq0Ocu23TfTz1Yks85kX3mP8JRTSuilSl6Mz_Fp-0abYGbisZpbvmLVvndjBo82A2gmI21IgSxqTuOVeOXPJhT8672Zo1JSsF5cpK6Lv9KQ67EUJTpixcGyM_q4nH_miZzvMWA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.8,"Unadorned, budget-friendly Chinese restaurant known for its wide variety of dumplings, and noodles.",-37.8118918,144.96547,(03) 9650 9387,"23 Tattersalls Ln, Melbourne VIC 3000, Australia",https://www.facebook.com/Camy-Shanghai-Dumpling-Noodle-Restaurant-104038382367492,ChIJMU8FOcpC1moRmus0UxIYGko,Chinese,3000
Father's Office Speakeasy Bar and Restaurant,Monday: 12:00 – 10:00 PM | Tuesday: 12:00 – 10:00 PM | Wednesday: 12:00 – 10:00 PM | Thursday: 12:00 – 10:00 PM | Friday: 12:00 PM – 3:00 AM | Saturday: 12:00 PM – 3:00 AM | Sunday: 12:00 – 10:00 PM,moderate,https://places.googleapis.com/v1/places%2FChIJYbzwsctC1moRJrcp68Zxcyg%2Fphotos%2FAciIO2cDJPmIGxdboZRL3-jmvQBcTZ8jCwp9lNcfdQgLrCg2AiAvKQ7bXuibYUg9lcWjDBRtZkERimTkj0aD2OPPKk_QCJPIVvDk69yPEsZqnJuLwCo2LFNiW52Ldf7eSL7e-gXdnUlsVs3Z2NYU2QMYFh4m4wWCzwx-uQ1-XoRt7iMiInjQAi_3KUj_0z-X-wCzpazFDm_qGH6DIni2jBiap5eOdwiUIW1za1NHajR-ehpMfCtwplGct7ak9w5oqUb1z9H6Pyo4AlWd-8Py2pZfRzyuAwQanXAVONVkARBLOahTSg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4,"Range of classic American mains, platters, drinks and punchbowl cocktails in eclectic 1920s setting.",-37.8105309,144.9647087,(03) 9825 8999,"249 Little Lonsdale St, Melbourne VIC 3000, Australia",http://fathersoffice.com.au/,ChIJYbzwsctC1moRJrcp68Zxcyg,American,3000
Dessert Story,Monday: 3:00 PM – 12:00 AM | Tuesday: 3:00 PM – 12:00 AM | Wednesday: 3:00 PM – 12:00 AM | Thursday: 3:00 PM – 12:00 AM | Friday: 3:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,,https://places.googleapis.com/v1/places%2FChIJxRIPiMlC1moRLSuO5kfDqC0%2Fphotos%2FAciIO2dDbysb_nTSHSmx8H0M6HJucIViX9UCxteX--qRLft1tZUPLbfUoG3C2jHkXpg853HejCb_uAzw6fJ_QeeSHn3lWeItT5FvLCmVErBPbB-ff1HrN4Ct6UoNSFrMK1qqUWqsjntPKBVGfUJP2869IbRIpfC9M1neQlrEFJdic7ZUOYCaKlHXbIKb1iD4oMoMM3yXnatWYm4z0yTvIC_Zo4b_d-WLgw5SPP2Rjd2-c-egbfYo5C4wtoN78vvGFxUxLTXH1oC_eesoIBOLzAkDxaZPXDGsHETxokgPA_WpO_W6vVVwpPQaG6hVna644C_ve7yf6dj1egYzutgZ1U5ILe7KXaTi3zFoThyNyTr53SqdlPTygD8mt679yYtac1e3NoThVKiQBpaH8R4npRiOS1472B8_b_fV6n0dwJE9WpoEp1f1/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.9,"I have visited Dessert Story quite many times in the past 2 years. My favourite desserts are always the traditional grass jelly with various toppings and the mango sago.😋 The price level is quite reasonable. The staffs are nice and welcoming, though they were usually very busy. If you are from HK / PRC, you can probably speak Cantonese or Putonghua for ordering if you like. | Dessert Story is a reliable fix for late-night cravings in the CBD. The shop glows with pink signage and a wall of illustrated menus, so you can scope out your order before reaching the counter. Seating runs along communal benches and small tables tucked by the windows; it fills quickly after dinner hours but turn-over is fast enough that a spot usually opens within minutes. The menu leans Taiwanese, offering chewy taro balls over silky tofu pudding, grass jelly with red beans, and shaved ice piled high with fresh mango when it is in season. Portion sizes are generous and built for sharing. My go-to mix is the warm ginger syrup bowl topped with sweet potato balls that stay springy to the last spoonful. Drinks cover the bubble-tea basics, with brown sugar milk tea landing rich and perfectly balanced, boba still warm from the pot. Staff keep the line moving with brisk efficiency, calling orders by number and offering containers if you decide to take dessert on the run. Prices sit in that sweet spot between university-budget friendly and dessert-bar indulgent, so trying a couple of different toppings does not sting the wallet. The store stays open well past most cafés, making it a handy final stop after a movie or night class. For colourful comfort sweets, quick service, and a menu that encourages repeat visits, Dessert Story holds its place as a city staple.",-37.8121583,144.9668044,(03) 9650 7776,"195 Little Bourke St, Melbourne VIC 3000, Australia",,ChIJxRIPiMlC1moRLSuO5kfDqC0,Other,3000
McDonald's,Monday: 6:30 AM – 9:00 PM | Tuesday: 6:30 AM – 9:00 PM | Wednesday: 6:30 AM – 9:00 PM | Thursday: 6:30 AM – 9:00 PM | Friday: 6:30 AM – 9:00 PM | Saturday: 7:30 AM – 9:00 PM | Sunday: 7:30 AM – 9:00 PM,inexpensive,https://places.googleapis.com/v1/places%2FChIJxb5jjspC1moR4m7_SvBMR4w%2Fphotos%2FAciIO2cUMy-gsxKAzVVNYiK4y9Xhx56w9iNW69D9DvdwqfUdO4TDv7EObYKolfsKQsalLVxK6fq537Em9Y6TsothLCG0dlmSm_nS8_EYoc0Mtb42M_41KM0acjod7A3A8Lqm6pgn0VWvaX1CWtCOrBmkT2-5h_IDC8o9jTFcPM3JF5XPU7HVFbzIL7tPwstriOFCdWqow9YNLNygVeH4Qf1q68n4SChm9PbK58YbMcJ33KCB6E3odIBnZCeM_JyjEpnUrusuOolAQpQP5Y7vij5XvEDMv9jKf5y3CmYDqFLG0MV6nBloubQUgOntWKp2fYZ1ybeebOU3VBOjfXYKerKqmBmDb3V8vPdZcFHhaGSDbgi5OEphC4_hFJenE-gSynPb322i-JnaCsS8dmWUir33MUWD2UlzjK9VxXGIx0VLa2-CJA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.4,"Classic, long-running fast-food chain known for its burgers & fries.",-37.8099974,144.9628724,(03) 9662 2050,"284/310 Lonsdale St, Melbourne VIC 3000, Australia",https://mcdonalds.com.au/?utm_medium=local&utm_source=google%20my%20business&utm_campaign=local%20search&utm_content=vic&utm_term=mcdonalds%20melbourne%20central%20ii,ChIJxb5jjspC1moR4m7_SvBMR4w,Fast Food,3000
Stalactites Restaurant,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 12:00 AM,moderate,https://places.googleapis.com/v1/places%2FChIJn2OLfMlC1moRMo8rw0Az54c%2Fphotos%2FAciIO2dpvU6Cr8AMZGZtysrGUMOacjiazdeC4W3FVDMhZPerehrww10UEwos4KcKPedQbISNvrCK0N967LZcyXSzSyRSEAi34710A2hLpgaVd3oa0388pb_vw9Nxvvn0reIx8k2mwCZ90bKkH3RUiZJkLHEwDmObfSXI-xu1fmSjfa2Uw8PHJMCmsic6gZiLOdAoeJoV5WwdOnD1MJHye1PLNGWQrLXmnz8MnAoDMf9QnNnV6MswjtO1lgVQdYT22ug5rM2XqYLYwfC-VlJe5WlPQSXNUHCExgZR-qZq2P-U-7BnIg/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4.3,Classic Greek dishes served in dining room with exposed stone walls and striking stalactite ceiling.,-37.8110808,144.9670491,(03) 9663 3316,"177/183 Lonsdale St, Melbourne VIC 3000, Australia",http://www.stalactites.com.au/,ChIJn2OLfMlC1moRMo8rw0Az54c,Greek,3000
Subway,Monday: 8:00 AM – 9:00 PM | Tuesday: 8:00 AM – 9:00 PM | Wednesday: 8:00 AM – 9:00 PM | Thursday: 7:00 AM – 9:30 PM | Friday: 8:00 AM – 12:00 AM | Saturday: 8:00 AM – 12:00 AM | Sunday: 8:30 AM – 9:30 PM,inexpensive,https://places.googleapis.com/v1/places%2FChIJzxfWOktd1moRjMBNx9UIAOU%2Fphotos%2FAciIO2dNc8iwXVxPzqR_hjmEgoB7tJWtk_pR5xWA68CpWsFa6t5jzejm8dEH4SYpUwawf1gzZg3peJxWFnrmTgxEMqHCARXrfnQ8usNZsex0qHU1anpi8atb-Io-MVT_zivAMOik6kkMdpWzGpYsj1ghv7YxorBtffRBiYYCEA2-rBa5eVr7EEauJSP3Z53PIk6q8q1xPZ7DOpqylCXn5iC8qBQ4e5jEU-Bhp5sOLlFTWAtlv9p3tEKIrFDozTG58JDe-ISo4YVjk1T5ePe1pv21TI54WE1pU9xyd2Uhu8f6FYApRED3BYzq-zx6wlltAk-UmslEaGx5sQBv2UHS4eLz7s1iN6Pi3XpFNedYBB2Ut2wZgs8SmiFByDH6EblHiCFcSLJKVWWu2Cn94Ghnw4r2IAgTDb8uzucf3zTLG-5KBDU/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.1,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",-37.8138947,144.9627103,0430 433 665,"Shop 3/187-193 Elizabeth St, Melbourne VIC 3000, Australia",http://www.subway.com/en-au,ChIJzxfWOktd1moRjMBNx9UIAOU,Fast Food,3000
China Bar Russell Street,Monday: 11:00 AM – 4:00 AM | Tuesday: 11:00 AM – 4:00 AM | Wednesday: 11:00 AM – 4:00 AM | Thursday: 11:00 AM – 4:00 AM | Friday: 11:00 AM – 4:00 AM | Saturday: 11:00 AM – 4:00 AM | Sunday: 11:00 AM – 4:00 AM,inexpensive,https://places.googleapis.com/v1/places%2FChIJ_-lye8lC1moRpgUor1Zesnc%2Fphotos%2FAciIO2dilDtSGFbuQsX8Uz4KlqCCcU4O9aB4JfE74df7XHXsDQo94E3iZMECn_n2hJ-HoehYn5RceDJpMR7dkM9lHFH0wwT12J6mQjqAQLIJRC6brHr7OP70Z0WySmkLZiafrPnM0ZRw1z4c73qVR4zeFN7D4ottAxRyomLURwdBzhNrxMUWd7KdqxcLMxE3Dl7pV9Fohibh7k4vNMAS_pJf1eM9mehpTpuQbdGY7ODjIOheeAfGPZ371E8iNnhvXKk61ydN2GRtCiu8KlKI9N5-tut_GqixBz_ds4oqy0Y9o5cGNv743bmT4Ph5Ni8zuuvaCoXkkcd4aIT6Qjp42H09rFN7CX-7rmzimkqgIsqKISsKZWvvpH9ooqFqF2ShmLgxd9yzpV9cOUSvmW94gAsuOToNab2-Ri42DDp_pvJCmN8/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.4,"Busy local stop for Chinese classics, like roast duck and dumplings, served until the late hours.",-37.8111251,144.9670961,(03) 9639 1633,"235 Russell St, Melbourne VIC 3000, Australia",http://chinabar.com.au/,ChIJ_-lye8lC1moRpgUor1Zesnc,Chinese,3000
Shanghai Taste,Monday: 11:00 AM – 7:00 PM | Tuesday: 11:00 AM – 7:00 PM | Wednesday: 11:00 AM – 7:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 7:00 PM | Sunday: 11:00 AM – 7:00 PM,moderate,https://places.googleapis.com/v1/places%2FChIJj8exiMpC1moRBNHQoNryG8k%2Fphotos%2FAciIO2czVoeDZymLOu8qbWd4mORKeaD4azCCzVSsg60Kg69M57rFblUr9XYvHrAmGCSr2WE62au0Pyp3J2EHCn4K9c9wP2B4deW_s9C1KYz_Z1s_nY0oISXiiZnk1qSsDKtLvFQoAcq8Cc8kMzR1Ob3xrrl6F3ZfbemN7iqYGS_sVxm8BQ8GIw-WFurvzLhy42VB2rueaLp3vTuJmJiYnFZmB0ngToFKPIvEN8vNGPZFsgDgMZsAjTlCRU-m9XBQvbf6_XWfucfiZpvSB3-JVVFk2VfmT3zRVV1M86rZEWPA6aPkkQ/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.7,"We had dinner at Shanghai Taste and it was a really bad experience. We paid over $90, but the food was awful. The chicken was undercooked, very hard to chew, and had a bad smell. The dumplings didn’t taste good at all. Most of the food had a strange taste and smell, especially the meat. For the price, we expected much better. We were very disappointed and won’t be coming back. | we had lunch at a busy Sunday afternoon. staffs were very friendly helping us to order as my phone almost no power at all. we ordered crispy skin chicken and juicy pork dumplings. they were very amazing. definitely we will be back to try more at next time",-37.8122079,144.9632105,(03) 9650 8826,"Shop 323/287 Lonsdale St, Melbourne VIC 3000, Australia",https://www.shanghaitaste.com.au/,ChIJj8exiMpC1moRBNHQoNryG8k,Chinese,3000
The Louden Kitchen& Grill,Monday: 6:30 – 10:30 AM | Tuesday: 6:30 – 10:30 AM | Wednesday: 6:30 – 10:30 AM | Thursday: 6:30 – 10:30 AM | Friday: 6:30 – 10:30 AM | Saturday: 6:30 – 10:30 AM | Sunday: 6:30 – 10:30 AM,,https://places.googleapis.com/v1/places%2FChIJiavqcMpC1moRB0RGxmCrKmA%2Fphotos%2FAciIO2epzdtzezAe5SkcWSY9KTVu-MvIv0MGPvCbAp9-bwDN2ry5vKa6695DHsGUrHDHmVtw9UMDLrLQDVuOB66kVfVJE5ualnxOL2zrKmNhoA21NSYO_zd1PvzsMTjq0c7JxlqJYLa_Q-OTKEe4us4SEQbbnGC9Ne63D1Oy089CfrB2MTQ1G5X3cx2217coXwQPjO4WR7PgKHfyOoFfoMYQEInEhUIjuRBzqujKobcTg2m2YdaLNaCkdOZTwcs16-pVhjvZyvPfYwu9r-6EBSdDLdufGePDxb502W89ksZ4sjiUrA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.7,"Typical hotel buffet breakfast with an assortment of your usual hot items such as scrambled eggs, bacon, baked beans, sausage and hash browns. With a bread & pastries, tea & coffee, fruits, pancake, granola & gluten free station there is quite a bit of selection. The food is pretty bland with the only standout food item being the German chipolatas & the automated pancake making machine. For $25 it’s pretty good value if you are wanting a hearty breakfast before a long day at work!! | Went there for breakfast after staying the night at the hotel. If not part of the room rate, it is $25 per person for a basic buffet breakfast. Can order poached or fried eggs otherwise the selection is whatever is on the buffet which includes, but is not limited to, sausages, bacon, baked beans, hash browns, tomatoes and mushrooms. Pancakes are available from the self service pancake machine. The coffee is also self service from the machine. Certainly not the best coffee I have had. Don't expect much service. The tables are not cleared promptly and the waitress, Alyssa I think her name was, does not appear to be happy to work there banging down the plates and cutlery when she eventually cleared them from the tables.",-37.8130721,144.9649115,(03) 9663 4711,"195 Swanston St, Melbourne VIC 3000, Australia",https://www.mercurewelcome.com.au/en/dining.html,ChIJiavqcMpC1moRB0RGxmCrKmA,Other,3000
EARL Canteen- Emporium,Monday: 7:00 AM – 5:00 PM | Tuesday: 7:00 AM – 5:00 PM | Wednesday: 7:00 AM – 5:00 PM | Thursday: 7:00 AM – 8:00 PM | Friday: 7:00 AM – 8:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 5:00 PM,,https://places.googleapis.com/v1/places%2FChIJKSxbicpC1moRx-YUjoCPOEk%2Fphotos%2FAciIO2edfm1XaLH8olhfr5Vb9c_Dh7OIKHnl5aD7zabZZ5ZVJzgrQ9D2dKimhvCgN_nQh3txU0jlCIIqtWAcUtMljH4HLVaIPl-E1U300zQMJLOL-hxQi-gmziapsfJhMVYdD79iWakFV0IfMAYDKeafqHV5qNzRu5vV2BUfagYOG9Nu57GXkTrr2TO8uHR28rnYuc1oY_2uvJexc1CKl_kawz7lf10TpqPFYxKpHcjEpZ4ztsPAogg0rFkhYFP6F7V6eutcY9UrmM6sG6QwcORfqSpD0EStnr6XVqE22ZaUNwqtHw/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,3.8,My go to spot for lunch at work! There is a large selection in the fridge for a quick bite and well as meals made in the kitchen. The herby falafel bowl is a must have and a personal favourite! The staff are always friendly and the service is very quick. | The coffee is fabulous and hot. My order was not communicated to the kitchen. I waited ten minutes and the lady who served me noticed and followed up. She apologised and offered me a complimentary sweet while I waited. The hot pastrami is not at all hot but it is a tasty roll. In almost a happy camper but attention to details is everything.,-37.8121361,144.9639422,,"287 Lonsdale St, Melbourne VIC 3000, Australia",http://www.earlcanteen.com.au/,ChIJKSxbicpC1moRx-YUjoCPOEk,Other,3000
Soul Cafe& Bar,Monday: 7:00 AM – 3:00 PM | Tuesday: 7:00 AM – 3:00 PM | Wednesday: 7:00 AM – 3:00 PM | Thursday: 7:00 AM – 3:00 PM | Friday: 7:00 AM – 3:00 PM | Saturday: 8:00 AM – 3:00 PM | Sunday: 8:00 AM – 2:00 PM,moderate,https://places.googleapis.com/v1/places%2FChIJKcqtDMpC1moRvufarBFIlqA%2Fphotos%2FAciIO2cKOO4ACl5PGidoeYb8nQIC8s--89MDamOS7X3PSUpZXOXyse-VsXPt2DVFvB_j_DfRCc2Ens3_mN42yVDmJ95XvH3KngmWhrCe_ordTgWeEsGhe34wUyGA4d38Xiqe4i50nLsr9vl3KFvef9Gq0uyoodNLjJfaVXyyKe_bor790s7OLaOPS6QpgfEqB9tJnw_h_V8l36uDJrQlvbHCpOPdGD93DmK-ZECiD7095EsWJ639nMZ8UrQVCeoxbT5VX7Ck9pX4vxA7lJ1Z3zah8qtK8bt61p1ekfDbArp1XPEZIA/media?maxWidthPx=800&key=AIzaSyBXWY6JwLGO0kMVKRf4-ypgEJILQ-L5Q-I,4,"Breakfast, sandwiches & burgers offered in a long, modern room with counter seating.",-37.8130004,144.9650898,(03) 8662 1374,"195 Swanston St, Melbourne VIC 3000, Australia",https://www.mercurewelcome.com.au/dining/soul-cafe-and-bar,ChIJKcqtDMpC1moRvufarBFIlqA,Fast Food,3000
