place_id,description,category
ChIJIdRz5rNC1moRcECSdfZQp_o,"Spacious, rustic-chic riverside venue, offering gourmet brekkie, plus light fare and share plates.",restaurant_english_clean_desc
ChIJQREHcbRC1moRI-OjqNaZSfg,"Good burgers at good prices. You can ask them to swap some ingredients to another burger like I asked them to give my burger's pineapple and beetroot to my wife's classic burger. Happy hour has the $1 wings if you order more than 2 burgers. Burgers are good. It'll be messy though. | Just next to Flinders street station, great location with a few dine in seats. Fries came in large portion, enough for two people. Canadian style sauce was a little too salty for me, would love to try other flavours next time.",restaurant_english_clean_desc
ChIJi9uvDLRC1moRSgqPQSkZCeY,"The food and service were great. I enjoyed the Cauliflower and King Prawns. There was 3 of us and they gave us 2 pieces of Focaccia which I thought was disappointing and for the price, you would expect a better serving. Otherwise, good experience with minor improvements. | Amazing place, the seafood linguine was perfect. Ambience was amazing. They had a nice big table for us. We had a great Pinot Grigio with the meal and a beautiful apple dessert at the end. Service was phenomenal. From the host to our waiter. Would 100% recommend.",restaurant_english_clean_desc
ChIJCXU1gbRC1moROYS6l5z7TiI,"Japanese tapas, microbrewery beer and sake, in low-lit, art-adorned basement and hip upstairs cafe.",restaurant_english_clean_desc
ChIJDxqwfbRC1moRr_Wi0Pmvgps,"This busy little spot is absolutely worth the visit! North East China Family Restaurant serves up homey, comforting dishes that taste like they came straight from a family kitchen. The food is authentic, full of flavour, and served in generous portions, perfect for sharing. It’s no wonder it’s always buzzing with people. If you’re craving real, no-fuss Chinese food that hits the spot, this place delivers every time! | Absolutely love this place! The food is authentic with full of bold flavors and just the right amount of spice and richness you’d expect from traditional northern dishes. My absolute favorite is their special deep fried sweet and sour pork. The pork is perfectly crispy on the outside, juicy inside, and the sauce is spot on: tangy, slightly sweet, and totally addictive.",restaurant_english_clean_desc
ChIJ0fvdcbRC1moRd5gebqfxLWg,"Restaurant chain known for its buckets of fried chicken, plus combo meals & sides.",restaurant_english_clean_desc
ChIJqx__obRC1moRQBwFIne8Dvw,"Pad Kee Mao isn’t authentic, not even use the right veggie. The sauce was way too sweet, salty and overpowering, really too much… Certainly wouldn’t go back. | Small portions, hardly any chicken in my pad thai. Total of 2 small pieces and taste wasn't too bad but definitely won't eat here again",restaurant_english_clean_desc
ChIJiX64n7RC1moRWfKDGcdy4lE,"Souperman Cafe offers a diverse menu featuring soups, salads, paninis, and vegetarian options like Falafel Zaatar. I tried Korean Fried Chicken Panini, which was great in texture, but didn't feel as healthy because oil was oozing out. Located conveniently on Collins Street, it’s ideal for a quick lunch. Combos are available, making meals affordable and filling. However, during peak hours, seating is limited and hard to secure. Long wait times, often due to minimal staffing—sometimes just one person managing everything. | I got the soup of the day which was a Greek Lemon Chicken and Rice soup. It was reeeeaaallly not very good at all - just watery salty soup with bits of chicken. The other reviews seem good so maybe I'd try them again but probably wouldn't risk getting the soup of the day, and instead try established flavours.",restaurant_english_clean_desc
ChIJoztnskxd1moRkDXuTexcPW4,"I come here for lunch occasionally, but often I’m told that they can’t make me the preset salads because they have sold out of ingredients. Their salads are good, but they are often packed with the fillers like rice/leaves and there isn’t actually much protein/actual toppings etc. The price point is pretty high, so I would expect a little more bang for my buck. | Yummy and healthy salad. I got the falafel bowl and switched feta to tofu. Friendly and helpful staff.",restaurant_english_clean_desc
ChIJA98DELRC1moRnsJycAOTrps,"Went last night with the wife for a quick bite after work. Great atmosphere, we did not had a booking but the waitress was so nice and educated to let us seat in a second. We order the arancini and the burrata. The arancini were nice maybe need just an extra sauce at the bottom, burrata was nice as well but the pesto sauce was super well done. After we order a pizza Parmigiana was delicious and tasty. Thank you very much for the hospitality. | Great atmosphere and service. Pretty authentic restaurant. Food was great, although the lamb ragu rigatoni could afford to have a lil more lamb (there was like a heavy sprinkle of it but not a lot..) Paired it with Moscato and wow is it amazing (not even an alcohol person so 👏) Pizzas also looked amazing and the side bread (think it was garlic?) was delicious. Portions could be better for what it costed but either way the quality was definitely there!",restaurant_english_clean_desc
ChIJz5JoELRC1moRNNklK8l4SiY,Coffee and creative burgers dished up in an industrial-chic hangout with recycled timber decor.,restaurant_english_clean_desc
ChIJT8T86bZC1moR8qVV13PNTsc,"Carefully-presented Japanese ramen, rice, sushi and bento in a smart, busy, communal dining space.",restaurant_english_clean_desc
ChIJT8T86bZC1moRQd0GqW2PkSk,"Huge contemporary restaurant with creatively-presented meals, and windows looking out to the city.",restaurant_english_clean_desc
ChIJg9Jjvi1d1moRB4vDIvSsfrM,"Hip venue with an airy Modern Australian restaurant, plus a rooftop bar serving creative cocktails.",restaurant_english_clean_desc
ChIJT8T86bZC1moRiDuX5-Uuiv4,"Easygoing place with riverside seats, urban beer garden, plus hearty dishes from brunch to dinner.",restaurant_english_clean_desc
ChIJ3VlKn7ZC1moRnOHqo_15M_I,"Time-tested pub with craft beer, a rooftop cider bar and a casual Modern Australian restaurant.",restaurant_english_clean_desc
ChIJH9AxmLZC1moRuDTCk_Gkoyk,"Relaxed pub with a popular courtyard, offering craft beer on tap, regular DJs and a burger bar.",restaurant_english_clean_desc
ChIJha4Vl7ZC1moRXpzxa9pGCcc,"Share plates, breakfasts and gourmet sandwiches in a casual, contemporary-design cafe with terrace.",restaurant_english_clean_desc
ChIJjTGDs7ZC1moRPh0xOBWLNLk,"It's a lovely place and I fell in love with it. I have always highly recommended this place to lots of people, We come most Sunday's to catch up with mates have a cuppa, a meal at times and listen to the live music. | Wow, what a fun place to have a snack before hoping on a train home 🏡 the staff were very friendly and helpful 👌 and loads of smiles and a great sense of humour. The coffee ☕️ was made to perfection, and the steak salad 🥗 and chips perfect👌. The kitchen, even tho was very close to closing, still took my order. That was awesome. Made a good night even better 👌",restaurant_english_clean_desc
ChIJB6whEbRC1moRj8XAidce9eE,"Cool chain for burgers and sliders made from carefully sourced produce, plus low-carb options.",restaurant_english_clean_desc
ChIJc0n7HrRC1moRiRkiSvAQTV4,"No-fuss counter-service Indian diner for familiar classics, with basic seating and tiled floors.",restaurant_english_clean_desc
ChIJyaWrMHZD1moRy2h9x2U8Xzw,"Just wow! SO DELICIOUS! Enjoyed the vegan sub - vegetarian style.. so got the Parmesan etc.. couldn’t stop raving about it! It was the perfect soul warming accompaniment to a cold night checking out lightscape. The roll was fresh, slightly toasted.. the sugo is incredible, which made the meatballs mouthwatering.. and the salsa verde was 🤌🏻 highly recommend trying them, I’ll definitely be looking out for where they pop up next! | Don’t normally write random reviews but daaaaayum this was delicious! It’s halal too",restaurant_english_clean_desc
ChIJ84zhrlpd1moR6UMOb59Oa1A,"Neapolitan pizza & Italian beers served on rustic wooden tables in a slick, modern dining room.",restaurant_english_clean_desc
ChIJnwktFk9d1moR14zoHLm73co,"All-day breakfast & cafe lunches, plus signature coffee blends, in an established, casual chain.",restaurant_english_clean_desc
ChIJ05K2HPpd1moRTKU5cw9mlWY,"Dim sim — one of my favourite Melbourne-born snacks . This time I had an Italian-inspired dim sim filled with rich beef ragu and parmesan. Crispy on the outside, hearty and flavourful inside — and totally delicious. What I love about Dimmie Den is the creativity: they offer some flavours inspired by different cuisines, like Greek, Mexican, and more — each with its own unique twist on the classic dim sim. I hope they come up with a Japanese-inspired one someday. I’m Japanese, so of course I started dreaming up flavor ideas right away — hehe. Dimmie Den isn’t just a snack stop — it’s a creative, Melbourne-born concept blending local street food with global flavours. Can’t wait to try more! And what makes it even better?The staff were incredibly friendly and welcoming. 📍Location tip: You’ll find Dimmie Den at Southern Cross Station, right near the ticket gates. If you’re coming from Spencer Street and Bourke Street, just go up the stairs and it’s on your left — super easy to spot. | The best thing i have eaten in Melbourne in a long time!!! Amazing service! Italian and Greek Dimmies - im coming back tomorrow for my 4th visit of the week.",restaurant_english_clean_desc
ChIJs71vh05d1moRHPmLzj_tXDo,"Bistro staples served in an atrium space with glass roof, or a warmly-lit 1880s prison cell block.",restaurant_english_clean_desc
ChIJfU68A0xd1moRawbspxjQEU4,"Southern Italian cuisine in a casual, all-day trattoria with exposed brick and a long wooden bar.",restaurant_english_clean_desc
ChIJp5tMAkxd1moR29Sq4e5dulw,Meals cooked on mini charcoal BBQs at the table in an industrial-chic spot with graffitied walls.,restaurant_english_clean_desc
ChIJt29sp05d1moRakdrB75IbHw,"Chic restaurant and nightspot for pizza and bar bites, with modern decor, chesterfields, and events.",restaurant_english_clean_desc
ChIJ2R8gvU5d1moR6PSdDuscKoo,"Compact bar with banquettes, exposed-brick walls & a warm vibe, whipping up global comfort food.",restaurant_english_clean_desc
ChIJsZQurk5d1moR144VxZr6LEo,"Smart spot with rustic, white wood panelling, for upmarket, seasonal Italian food on weekdays only.",restaurant_english_clean_desc
ChIJewH-dUxd1moRiL3dYxJ8-wM,"Thai food franchise serving noodles, salads and rice in a casual setting, plus gluten-free options.",restaurant_english_clean_desc
ChIJ1chmmU5d1moRwVc6HVy3ycQ,"My partner and I just got a special lunch deal — $25 per person for an hour buffet. The food was pretty good, and the staff were really friendly. The beef and pork were actually very decent, even though there weren’t many seafood options and dipping but they had Thai seafood dipping here 😍Overall, it was a satisfying meal at a very affordable price. Would definitely come back! | Everything you would want in a Korean BBQ Buffet! So many meat, side dish and vegetables selection! Great value for money during lunch hour. Love the ice creams too! Plus, the owner would cook for you from time to time❤️",restaurant_english_clean_desc
ChIJW1Bu7slC1moRKkCeC1p5E1k,"Traditional Indian dishes to eat in or take away from the buffet, in a late-opening curry house.",restaurant_english_clean_desc
ChIJZz7FpE5d1moR7XE7HGlQDpk,"I tried their dosa that comes with free mango lassi, it was so filling and satisfying! I always love the butter chicken here, creamy and it has perfect spice and generous amount of chicken. I also tried their new South Indian dishes, I really like their Bagara rice with spicy chicken fry, it’s less heavier than biryani. A must try if you love spicy food. | Super duper tasty food, explosion of flavours and great range of options. Very relaxing atmosphere- music is perfect volume can actually hear each other talking. Portions are generous and pricing is decent.",restaurant_english_clean_desc
ChIJhz6IIUxd1moRgvCJ4fDtBjQ,"The food is tasty, fresh and reasonably priced, although it’d have been nicer to have more chilli con carne, and less of the other toppings, as the sour cream made the food cold. I was disappointed with the service, the girl didn’t wash her hands prior to serving, kept her ear phones, and took a while to come to serve me, even though it wasn’t busy and two people were working. I would have been more understanding if the server had been friendly, but this wasn’t the case - customer service needs improving. | Located in food court. Very busy in lunch time for office workers. Yummy healthy food. I wanted option to mix rice/quinoa and chips for the base but was told that I can't. I don't see why not so that could be an area for improvement. Regardless, it was a beautiful lunch and we would definitely have it again",restaurant_english_clean_desc
ChIJcyupMsjs1moR6lD7Np0mUgw,Comfort food with a Mediterranean twist served in a cavernous restaurant/bar with whitewashed walls.,restaurant_english_clean_desc
ChIJ2RolQ0xd1moRXf4baEy-2B4,"Meat and veggie gözleme flatbreads, plus soups, in a sleek venue with polished-concrete floors.",restaurant_english_clean_desc
ChIJrW15a0xd1moRF3AB4OHY-SI,"Thai street food in a vibrant, glass-walled space with chequered walls & floors, plus outdoor seats.",restaurant_english_clean_desc
ChIJOxeEEE1d1moRk7gxU5B9cWc,So nice! Really humble.,restaurant_english_clean_desc
ChIJOc5tiktd1moRrUKxXqAvlRA,"Delicious burritos at a reasonable price. Got the beef burrito and it was tasty. Beef burrito is customisable however you want it. Also managed to get a side of corn chips all for under $20. It was hard to dip the corn chips into the salsa so I had to mix the guacamole into the salsa. I think it’s worth avoiding this side dish. The chips were good. | Delicious! What to eat for lunch…we decided to try something new. 🤔 Mexican? Perfect. Quite happy with our choice. Between us we had tacos, burrito, burrito bowl. All quite tasty. You can find Chilangos down the lane way off Bourke. Decent amount of seating inside and out. Note: the hot salsa has some zing to it. Quite tasty though.",restaurant_english_clean_desc
ChIJj03w7Etd1moRaoywWst91Us,"Laid-back cafe offering an extensive selection of filled bagels, plus coffees & cold-pressed juices.",restaurant_english_clean_desc
ChIJSQf-dUxd1moRL0VBgm8_Fpk,"Bar bites and cocktails in a light, upscale venue with a covered rooftop terrace and sleek decor.",restaurant_english_clean_desc
ChIJ7TaR1khd1moRXCmigET2XdM,Cooking institute restaurant serving modern dishes from trainee chefs and hospitality students.,restaurant_english_clean_desc
ChIJ5yBMQUld1moRy6Bv2PmkDJM,"This small coffee bar, nestled along King’s Street, offers a serene atmosphere for a morning cup of coffee. The outdoor seating was nice, but the winter wind made it unbearable to stay outdoors for too long. | Came here this morning and had one of the best cappuccinos of my life. The quality of the beans, the ratio of espresso to milk to froth, the art, it was all perfection. And the gentleman who took my order was friendly as could be and very attentive. The little patio had such a relaxed vibe with really comfortable stools. Will be coming back here frequently!",restaurant_english_clean_desc
ChIJ-f1KXUld1moRewzHfD9Op5Q,"I already knew this place was popular for Hock and Belly, but today I tried the Mara Spicy Hock Soup and completely fell for it. On top of that, the manager (or maybe the owner?) was incredibly kind, fun and friendly — he made the whole dining experience extra warm and welcoming. With such a pleasant experience, I’d definitely come back. | Good customer service. I love the vibe in the restaurant. Good food and reasonable prices and a variety of menus. Open until late and probably come back again! 🫶🫶☺️",restaurant_english_clean_desc
ChIJhz6IIUxd1moRR6Z2jb_YP7U,Afro-Portuguese chain for flame-grilled peri-peri chicken in African bird’s-eye chilli at different heat flavours.,restaurant_english_clean_desc
ChIJ2VbXq7VC1moRIusyretJXMg,"Local standby for Indian classics like chicken tikka in a simple spot, plus meal deals and delivery.",restaurant_english_clean_desc
ChIJd5kNx7RC1moR-pM_GKr9bKQ,"Stylish, airy cafe featuring dim sum & handcrafted Chinese teas, as well as cocktails.",restaurant_english_clean_desc
ChIJqRdazrRC1moR6lOn1uXXJO8,Modern Asian food in a sprawling space with bar & tables underneath a huge red lantern.,restaurant_english_clean_desc
ChIJjUllVLZC1moRM7QWhmwB4qE,"Spanish tapas plates, sangria and wines served in a bustling bar with a trendy urban vibe.",restaurant_english_clean_desc
ChIJWZKyp0xd1moRLlaoxrFXzNc,"Indian madras, masala and kormas, served in a homey dining room with simple decor and downlights.",restaurant_english_clean_desc
ChIJjxWPpUxd1moR4THuwdvqlPE,Pub in a 19th-century building with a huge beer garden & a historic bistro serving a wide variety of dishes.,restaurant_english_clean_desc
ChIJBaUBTrRC1moRNdF-YqUyESg,"Let’s begin with the basics, this place doesn’t seem to understand the difference between high tea and afternoon tea, which is unfortunately all too common in Australia. It would be worth brushing up on the definitions before making bold claims. If you’re someone who values the authenticity of British traditions, consider yourself warned. The venue itself is tiny, truly difficult to find, and sadly, any sense of elegance or refinement is lost the moment you step inside. A handful of tables were occupied, none of them particularly clean, and the overall atmosphere was one of a place in decline. It feels poorly maintained, with no effort made to live up to the sophistication typically associated with a proper afternoon tea experience. To their credit, there is a decent tea selection. Thank you for that. However, the dessert offering was minimal, and what was there looked rather tired and uninviting. The staff were friendly and polite, which was a small redeeming feature, but unfortunately not enough to salvage the experience. In short, if you’re up for a bit of a challenge or enjoy novelty over quality, give it a go. Otherwise, you might be better off elsewhere. | The best cup of tea I’ve ever had. Cannot find fault. This place was perfect. So cute, friendly staff, and seeing into the kitchen is a big interesting plus! Loved every bit of my experience here",restaurant_english_clean_desc
ChIJ_xrZZEtd1moRxb9el7EM1TA,"Upmarket property featuring lively dining & a fireside bar, plus an indoor pool, a spa & a gym.",restaurant_english_clean_desc
ChIJoboi5rRC1moRd4i9kw4uMY8,Diner serving regional Italian food & wine using ingredients from Emilia Romagna in Italy.,restaurant_english_clean_desc
ChIJRXUhQbVC1moRSlmDCW9TGNg,"Casual, compact Japanese ramen noodle bar with simple stool seating, exposed brick, and buzzy vibe.",restaurant_english_clean_desc
ChIJqTG_7bRC1moR7Dykdhg81HA,"Gourmet pizza parlour with calzones, focaccia, and dessert served in a casual, woodsy-chic space.",restaurant_english_clean_desc
ChIJl3Ooukxd1moRTV6KEHr9-Wc,"Mexican standards like enchiladas & tacos in a casual, enduring chain serving margaritas.",restaurant_english_clean_desc
ChIJ5Ss9WEtd1moR9-5n4onO_EM,"friendly staff, good portion, very tasty bbh :) | Staff was very friendly and helpful in making recommendations for vegetarian options. I had the vegan pho which was very tasty.",restaurant_english_clean_desc
ChIJk57je0td1moRkCY36RFTSMg,"Seasonal, traditional Sicilian food, served in a spacious, contemporary setting with big windows.",restaurant_english_clean_desc
ChIJaTce4Gdd1moREyRwOuVniOY,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",restaurant_english_clean_desc
ChIJRZ0RDEtd1moRLratTptfP6U,Great food bur most of all friendly staff that actually apreciate your business. Nothing is to much trouble which i think is very reare these days. | Great for a quick lunch. Love their salad bowls which u can add on.,restaurant_english_clean_desc
ChIJBSIvyEpd1moRXo6K829C--Q,"For my first ever meal in Melbourne, this place is truly exceptional. My girlfriend and I ordered the Truffle Pasta and Limited Ham and Cheese Pizza. They were so good and priced just right. We couldn't finish so we had to takeaway leftovers, which just tells you the serving size. If you're craving pizza, there is no better place to be! Thank you as well to the kind and attentive staff. | A25 is definitely my favorite pizzeria in Melbourne. I used to go every Monday for MONDAY PIZZA, and it never disappointed me! The pizza is just like in Italy. light dough, well leavened, perfectly cooked, and really flavorful toppings. You can taste the quality of the ingredients from the first bite, it truly feels like eating pizza in Italy. Plus, great service from the waiter, always kind and attentive. Cozy place and quick service. Highly recommended!",restaurant_english_clean_desc
ChIJ9_Y4ybRC1moRKikLb3IbPAw,"Hip Korean restaurant and bar over 4 levels with bluestone walls, dark tables and hanging ornaments.",restaurant_english_clean_desc
ChIJidRmV0td1moR9NIteGY9FmM,"Fish and chips, burgers and grills in a laid-back, rustic Irish pub showing live sports on TV.",restaurant_english_clean_desc
ChIJlVWPC7VC1moR_VHmt-hA5mA,"Upmarket pizzeria and trattoria with over 50 wines, in rustic-chic surrounds with garden lanterns.",restaurant_english_clean_desc
ChIJeaaLoLVC1moRl5Tx6DdDLUA,"Koko Black is always a delight. The chocolates are, as expected, absolutely delicious—rich, smooth and full of flavour. The coffee is equally good and pairs perfectly with the sweets. The staff are warm and welcoming, creating a friendly atmosphere that makes it an easy place to relax. Whether you are stopping in for a quick coffee, catching up with a friend, or simply indulging in a treat, it is a lovely spot to enjoy quality chocolate and a well-made drink. If you are sitting on the upper level, take care when you start to come down the stairs. The very first step feels slightly higher than the rest. I even asked my friend and she agreed it is a bit tricky. | I recently visited Koko Black in Melbourne, and it was the perfect treat for any chocolate lover. The Signature Chocolate is by far the best I’ve had—smooth, rich, and absolutely decadent. It’s the kind of chocolate that melts in your mouth, leaving you craving more. The atmosphere of the cafe is elegant and cozy, making it a great spot to unwind.",restaurant_english_clean_desc
ChIJ6VLiOLVC1moRUX_Qgb0CEyU,Specialty coffee shop serving pastries in a compact space with chairs hanging from the ceiling.,restaurant_english_clean_desc
ChIJa68S77VC1moRTdJLPEIk4Ok,"Established, casual buffet restaurant serving European, Indian and Asian meat-free and vegan food.",restaurant_english_clean_desc
ChIJczdsN7VC1moR-QK-RzI-pJw,"Trendy, bare-bones Italian eatery dishing up thin-crust pizza, pasta, handmade focaccia and wine.",restaurant_english_clean_desc
ChIJCYzQJbRC1moRnD9tQLJY4PU,"Busy, cosy French creperie with a warm vibe, offering sweet and savoury options, cider and wine.",restaurant_english_clean_desc
ChIJX7KQMrRC1moRkE454aAntkc,"Modest cafe with split-level seating, serving traditional Italian pasta, risotto and desserts.",restaurant_english_clean_desc
ChIJy1omP7RC1moRqjAV2Wq6ICQ,"I have been looking for a place to try pumpkin soup during my visit. I had a pumpkin soup and a flat white coffee in the early afternoon. It's a smaller place in a little alleyway; it's very quaint, though. Just know there are not a lot of tables and so you may want to get your food as take-away if it's during q busy time. My server was friendly, and I enjoyed my soup and coffee. | Love the old school cheeseburger, chefs are bloody rockstars especially the guy who runs the food quite regularly, just incredible service! ( I’ll have to ask his name)",restaurant_english_clean_desc
ChIJ9782NbRC1moR5udzQ0gRERA,"I ordered something called simply...pasta. i was a bit leary. It came out in a bowl and looked like mystery mash. What it turned out to be, creamy pesto ravioli with chicken. It was delicious! Next time i will take photos as this truly a case of don't judgea book by its cover.",restaurant_english_clean_desc
ChIJFV7eOLRC1moR4e09ctwoRuU,"No wonder why, every time I walk past, every place is busy, only this place is quiet. Order a piece of salmon with a large salad. Compared with the demonstrated box for large and only half of the amount. That is a large salad for $14.9 (not included the charge for the salmon) with a few pieces of broccoli and a couple of carrots?????? The worst thing is the attitude of the staff. There is definitely no way I'll ever come back to this place. | Best big breakfast ever! Nice coffee and egg Benedict yummy TQVM!",restaurant_english_clean_desc
ChIJLx2B5bRC1moRgbrI1pZfZ2A,"I never thought I would find such an unbelievable banh mi in Australia. I had the crispy pork banh mi and lemon iced tea. The pork was crispy, the sauce was juicy, the bread was big and crispy, the whole sandwich was big and full, and you could feel the freshness of the bread. If you love Vietnamese food, this is a must-try place! I will be back. Highly recommended 😊 | We visited back in August but I am only just posting my review now. The food was excellent and really hit the spot. We had been craving Vietnamese and this was the perfect choice nearby. I had the chicken Banh Mi which was delicious, and the little alleyway seating added a lovely atmosphere too.",restaurant_english_clean_desc
ChIJ2f-iFLRC1moRL9heOZ7yBS4,"Cosy destination serving health-conscious, gluten-free cuisine & drinks, plus vegan options.",restaurant_english_clean_desc
ChIJ0w8qPLRC1moRgCk34Q_V9Uo,"Omg still dreaming of these dumplings weeks after visiting Shanding mamma. It’s actually very popular with people who know how to find them! It’s a bit hidden away and I only ended up here because my daughter recommended it. I now visited 3 times as I crave these dumplings. 🥟 juicy, fresh, real authentic taste. The place looks old but has that special market charm. Reminds me of times I spent in China little markets. We ordered 2 sets of dumplings. Both boiled and pan fried , and a potato salad. Highly recommend mackerel dumplings- very tender, melting in your mouth. | Family-style dishes from a small eatery in a bustling city. The fluffy bao buns were soft and filled with rich, tender beef shin. The pan-fried zucchini dumplings were sweet and tender, yet had a delightful Moorish chew. We also ordered the cauliflower skewers, garlic broccoli, and a bowl of steamed rice. Everything was delicious! You’ll be foolish not to try this place. If you like and appreciate this review please give it a like or a thumbs up so that I know what content to include in future reviews.",restaurant_english_clean_desc
ChIJg1wLO7VC1moRrzObM92WgkU,"Choice coffee, brekkie & bagels in a bright, airy space with eclectic decor & a vintage-chic vibe.",restaurant_english_clean_desc
ChIJtR0FTLRC1moRrDAzAV5Qk8A,"I was full after dinner, so I couldn't eat anything else. So I ordered a salad with the intention of eating lightly, and it was so delicious that I was amazed. This shrimp salad tastes very much the same as pattaya salad, and instead of papaya, we have carrots, cucumber coriander, and onions. I love Thai-style salad, so this one was also so delicious. For those of you who are worried about gaining weight in the evening, I think you will be healthy eating this salad. It is so delicious because it is made with a fish sauce that is lighter than a heavy sauce. And there was a traveler from Korea from the next table, and I was very moved to see that the staff in the picture kindly guided me. I'm sure he will be very kind to other customers. | We stayed a night in Novotel and for convenience decided to eat in the onsite restaurant. While there are a huge amount of places to eat in the area, after a long day you could certainly do far worse. Service was decent, helpful, polite, and prompt. The food was actually better than expected. With the child being a highlight. The t bone was fine, though could have done with more of a sear. It was cooked perfectly medium as requested. The barramundi was great, though overpowered by the sour sauce. The kids meal (fish and chips) was exceptionally good value, as were most dishes. With the exception being the halloumi salad.",restaurant_english_clean_desc
ChIJd9XCrLVC1moRfoLEXRelVY0,"Friendly staff, and spacious. Heaps of seats around so perfect for friend catch ups or groups. Ordered a calamari salad and my friend had a Spanish breakfast. My salad was fresh and great with a lemon. Would have liked more of a crunch or sear to my calamari but still tasted great. My friend enjoyed his Spanish breakfast too. Easy to chat in the restaurant - not too loud. Overall a good experience. Coffee was also really good. | We came after breakfast service hours, so only the à la carte menu was available. We ordered the steak sandwich and the chicken sandwich, and both came with chips — everything was delicious! The atmosphere was really nice and cozy. I’d love to come back again early in the morning next time!",restaurant_english_clean_desc
ChIJg9OHO7RC1moR8LaOJz3PZok,"Italian cafe known for sweets, serving pizza & housemade pasta in a modern space.",restaurant_english_clean_desc
ChIJVUJ9_LVC1moRSoZpoRqqq8Q,"Casual Parisian-inspired bar with lounge and balcony areas, serving tapas, cocktails and flatbreads.",restaurant_english_clean_desc
ChIJcyt-r7VC1moR918ZijDitxU,"A hidden gem! A wonderful vegan jaffle café tucked away from the hustle and bustle. The food is so fresh, hot and delicious – perfect comfort food on a weekend. The menu is big with lots of options, and I can’t wait to come back to try more!” | I was planning to go to the bookstore but ended up stopping by this café. I didn’t realize it was a vegan café and even asked for full cream and honey, so sorry about that. I ordered an almond milk mocha with maple syrup. I had no idea they offered maple syrup, and it’s actually my favorite pairing with mocha when I make coffee myself. The coffee was amazing, with beautiful latte art made with almond milk and a lovely frothy texture. I also noticed the person next to me ordered jaffles that looked really good. I’ll definitely come back to try them next time.",restaurant_english_clean_desc
ChIJ4zzLEbZC1moRzkG67FkQbt8,"Established in 1975, this long-running teppanyaki restaurant and lounge serves classic grill dishes.",restaurant_english_clean_desc
ChIJxaPHvrdC1moRseaEXnZ54ns,"Indian meals in an eclectically decorated restaurant, with Bollywood movies and dancing.",restaurant_english_clean_desc
ChIJjUllVLZC1moRFJto433jNAY,"Spanish tapas plates, sangria and wines served in a bustling bar with a trendy urban vibe.",restaurant_english_clean_desc
ChIJ9duozrdC1moRtuPvobzf_Zs,"Trendy, industrial-chic basement space serving upscale Vietnamese fusion plates and set menus.",restaurant_english_clean_desc
ChIJAQB0FrZC1moRPAhqqX88Tik,Contemporary dishes with an Asian-inspired twist in an upmarket restaurant & bar.,restaurant_english_clean_desc
ChIJwfeAL8hC1moRk9bdTfZtuQ0,"Italian food in a warm, rustic basement space with wine-stacked shelves, or in casual upstairs cafe.",restaurant_english_clean_desc
ChIJjUllVLZC1moR3g3kXGJue4Q,"Spanish tapas plates, sangria and wines served in a bustling bar with a trendy urban vibe.",restaurant_english_clean_desc
ChIJ9YePsLdC1moRhmhASJxsSqk,"Modern, 2-storey pub with polished timber floors, a stylish lounge bar and relaxed terrace seating.",restaurant_english_clean_desc
ChIJYSmyK8hC1moRmVPgsY1Nk-k,"Grand Hyatt Melbourne’s signature restaurant, offering cuisine cooked over smoke & flames.",restaurant_english_clean_desc
ChIJy453xbdC1moRRFDpPBRtbXs,"Jumping industrial-chic bar serving meat, fish or vegetarian balls, light bites and Italian wines.",restaurant_english_clean_desc
ChIJp5vh7MlC1moRDB-VRV-nzI8,Flashy cocktail bar serving a gastropub menu amid a psychedelic colour scheme & quirky animal decor.,restaurant_english_clean_desc
ChIJfW9q5rdC1moRuFUkIp6ngjg,"Busy, contemporary-design restaurant with art installation ceiling, serving upmarket Indian cuisine.",restaurant_english_clean_desc
ChIJrbHS48dC1moR9M42ZaCEip4,"Ornate tiles line the walls of this slick, modern Italian restaurant and bar with an intimate vibe.",restaurant_english_clean_desc
ChIJEdmGbLZC1moRxJDyMxMDONc,Creative takes on locally sourced seafood served in a classy setting with outside seating.,restaurant_english_clean_desc
ChIJ5SNEm7ZC1moRM0anzxjVyJw,"Staff were nice and gave us free food, but poor ingredients on pizza, cheese was stale, very flavourless and lacked crispiness and not great for the price. | Food portions are small not Enough for the size and it's very cold. And also the place is very smelly, tables aren't wiped. Very dirty place. I even lost my appetite. Please at least clean the place.",restaurant_english_clean_desc
ChIJ-3pBRbZC1moRYYE99vZuNy8,"Sleek restaurant featuring sophisticated Japanese cuisine, a chic wine bar & private dining rooms.",restaurant_english_clean_desc
ChIJNVF8Q7ZC1moRarO5qwt4NOA,Communal benches & an open kitchen create a buzzy setting for Asian-inspired cuisine.,restaurant_english_clean_desc
ChIJX-_eyLdC1moR2lo_rt_gBX0,Choice Asian share plates and cocktails in a trendy hangout with an open kitchen and striking decor.,restaurant_english_clean_desc
ChIJ__3SxLdC1moRvQXAfpwM1hI,Relaxed restaurant with an Asian-inspired menu & local art exhibits above a cocktail bar with DJs.,restaurant_english_clean_desc
ChIJ7aS6NMZC1moRPat4zsZcxA4,"Spacious, high-ceilinged spot with hanging lights and a muralled wall for Mexican food and tequila.",restaurant_english_clean_desc
